Accident_ID,Date,Time,State,City,Latitude,Longitude,Weather_Condition,Vehicle_Type,Severity,Fatalities,Injuries,Day_of_Week,Month,Source
MORTH23-11599,2023-08-13,17:02,Karnataka,Hubli,15.43716,75.14316,Rainy,Auto-Rickshaw,Medium,0,2,Sunday,August,MoRTH_Standardized_v2.1
MORTH23-11600,2023-02-06,21:41,Delhi/NCR,Delhi,28.63128,77.23104,Cloudy,Two-Wheeler,Medium,0,0,Monday,February,MoRTH_Standardized_v2.1
MORTH23-11601,2023-10-15,19:30,Telangana,Hyderabad,17.36882,78.446,Clear,Two-Wheeler,High,0,2,Sunday,October,MoRTH_Standardized_v2.1
MORTH23-11602,2023-01-10,19:15,Rajasthan,Jaipur,26.87142,75.77419,Foggy,Car/Jeep/Van,Medium,0,2,Tuesday,January,MoRTH_Standardized_v2.1
MORTH23-11603,2023-07-07,08:01,Madhya Pradesh,Indore,22.78322,75.85168,Clear,Two-Wheeler,Medium,0,0,Friday,July,MoRTH_Standardized_v2.1
MORTH23-11604,2023-02-28,08:04,Rajasthan,Jodhpur,26.22025,73.07725,Clear,Car/Jeep/Van,Low,0,2,Tuesday,February,MoRTH_Standardized_v2.1
MORTH23-11605,2023-04-30,20:55,Gujarat,Surat,21.17839,72.86154,Clear,Two-Wheeler,Medium,0,1,Sunday,April,MoRTH_Standardized_v2.1
MORTH23-11606,2023-11-29,02:13,Telangana,Hyderabad,17.31471,78.50044,Foggy,Two-Wheeler,Critical,1,4,Wednesday,November,MoRTH_Standardized_v2.1
MORTH23-11607,2023-12-07,14:02,Karnataka,Mysore,12.38644,76.6535,Clear,Truck/Lorry,Medium,0,0,Thursday,December,MoRTH_Standardized_v2.1
MORTH23-11608,2023-09-26,16:46,Tamil Nadu,Chennai,13.08689,80.22936,Clear,Auto-Rickshaw,Low,0,0,Tuesday,September,MoRTH_Standardized_v2.1
MORTH23-11609,2023-01-13,10:18,Delhi/NCR,Guwahati,26.13527,91.78167,Clear,Truck/Lorry,Medium,0,2,Friday,January,MoRTH_Standardized_v2.1
MORTH23-11610,2023-03-29,17:22,Delhi/NCR,Kolkata,22.5903,88.39758,Clear,Two-Wheeler,High,1,4,Wednesday,March,MoRTH_Standardized_v2.1
MORTH23-11611,2023-07-29,07:45,Madhya Pradesh,Bhopal,23.185,77.41595,Rainy,Two-Wheeler,Critical,3,4,Saturday,July,MoRTH_Standardized_v2.1
MORTH23-11612,2023-11-15,20:59,Rajasthan,Jaipur,26.85733,75.80973,Clear,Truck/Lorry,Medium,0,1,Wednesday,November,MoRTH_Standardized_v2.1
MORTH23-11613,2023-12-18,08:38,Karnataka,Bangalore,13.02508,77.63012,Clear,Two-Wheeler,High,1,1,Monday,December,MoRTH_Standardized_v2.1
MORTH23-11614,2023-04-22,21:43,Uttar Pradesh,Agra,27.19383,77.995,Clear,Two-Wheeler,High,1,2,Saturday,April,MoRTH_Standardized_v2.1
MORTH23-11615,2023-01-17,20:39,Rajasthan,Jaipur,26.88414,75.79281,Clear,Others,Low,0,2,Tuesday,January,MoRTH_Standardized_v2.1
MORTH23-11616,2023-12-06,17:12,Delhi/NCR,Kolkata,22.56182,88.40055,Clear,Two-Wheeler,Medium,0,0,Wednesday,December,MoRTH_Standardized_v2.1
MORTH23-11617,2023-08-28,16:10,Uttar Pradesh,Kanpur,26.46154,80.30802,Clear,Car/Jeep/Van,Low,0,0,Monday,August,MoRTH_Standardized_v2.1
MORTH23-11618,2023-12-08,18:13,Gujarat,Ahmedabad,23.01756,72.59921,Clear,Others,Low,0,0,Friday,December,MoRTH_Standardized_v2.1
MORTH23-11619,2023-10-14,23:35,Kerala,Kozhikode,11.23987,75.77387,Rainy,Bus,High,1,1,Saturday,October,MoRTH_Standardized_v2.1
MORTH23-11620,2023-08-19,17:12,Gujarat,Surat,21.17348,72.8738,Clear,Truck/Lorry,High,1,3,Saturday,August,MoRTH_Standardized_v2.1
MORTH23-11621,2023-04-07,11:30,Delhi/NCR,Delhi,28.59352,77.19704,Cloudy,Auto-Rickshaw,Low,0,1,Friday,April,MoRTH_Standardized_v2.1
MORTH23-11622,2023-09-30,17:40,Maharashtra,Nagpur,21.18645,79.1156,Clear,Two-Wheeler,Medium,0,2,Saturday,September,MoRTH_Standardized_v2.1
MORTH23-11623,2023-03-27,17:29,Madhya Pradesh,Gwalior,26.23516,78.13269,Clear,Two-Wheeler,Medium,0,1,Monday,March,MoRTH_Standardized_v2.1
MORTH23-11624,2023-02-03,02:01,Delhi/NCR,Delhi,28.60599,77.17672,Clear,Two-Wheeler,Critical,1,6,Friday,February,MoRTH_Standardized_v2.1
MORTH23-11625,2023-07-15,23:39,Karnataka,Hubli,15.37122,75.08695,Foggy,Two-Wheeler,Critical,2,3,Saturday,July,MoRTH_Standardized_v2.1
MORTH23-11626,2023-06-06,10:32,Delhi/NCR,Guwahati,26.16827,91.73297,Clear,Bus,Low,0,1,Tuesday,June,MoRTH_Standardized_v2.1
MORTH23-11627,2023-07-12,23:18,Kerala,Kochi,9.97625,76.25076,Rainy,Two-Wheeler,Critical,3,6,Wednesday,July,MoRTH_Standardized_v2.1
MORTH23-11628,2023-03-01,13:33,Tamil Nadu,Coimbatore,11.02079,76.9103,Clear,Two-Wheeler,Medium,0,2,Wednesday,March,MoRTH_Standardized_v2.1
MORTH23-11629,2023-10-25,08:07,Delhi/NCR,Guwahati,26.15931,91.71101,Cloudy,Two-Wheeler,High,0,4,Wednesday,October,MoRTH_Standardized_v2.1
MORTH23-11630,2023-03-23,10:56,Uttar Pradesh,Lucknow,26.89043,80.97122,Cloudy,Two-Wheeler,High,0,3,Thursday,March,MoRTH_Standardized_v2.1
MORTH23-11631,2023-10-08,10:50,Karnataka,Mysore,12.2836,76.67078,Clear,Auto-Rickshaw,Low,0,2,Sunday,October,MoRTH_Standardized_v2.1
MORTH23-11632,2023-09-05,10:37,Kerala,Kochi,9.9164,76.216,Clear,Two-Wheeler,Medium,0,0,Tuesday,September,MoRTH_Standardized_v2.1
MORTH23-11633,2023-08-15,08:56,Gujarat,Surat,21.17977,72.86481,Clear,Two-Wheeler,High,0,4,Tuesday,August,MoRTH_Standardized_v2.1
MORTH23-11634,2023-10-12,15:50,Tamil Nadu,Coimbatore,11.01136,76.93125,Clear,Two-Wheeler,High,0,4,Thursday,October,MoRTH_Standardized_v2.1
MORTH23-11635,2023-12-22,10:18,Tamil Nadu,Coimbatore,11.01839,76.96236,Clear,Others,Low,0,2,Friday,December,MoRTH_Standardized_v2.1
MORTH23-11636,2023-07-24,06:43,Uttar Pradesh,Kanpur,26.48711,80.33213,Clear,Two-Wheeler,High,0,1,Monday,July,MoRTH_Standardized_v2.1
MORTH23-11637,2023-10-19,07:47,Tamil Nadu,Madurai,9.89839,78.14212,Clear,Bus,Medium,0,0,Thursday,October,MoRTH_Standardized_v2.1
MORTH23-11638,2023-03-14,09:22,Karnataka,Mysore,12.28863,76.66724,Clear,Others,Low,0,2,Tuesday,March,MoRTH_Standardized_v2.1
MORTH23-11639,2023-03-24,18:05,Andhra Pradesh,Vijayawada,16.50239,80.61744,Clear,Two-Wheeler,Medium,0,1,Friday,March,MoRTH_Standardized_v2.1
MORTH23-11640,2023-09-03,14:31,Delhi/NCR,Delhi,28.60226,77.22859,Clear,Auto-Rickshaw,Medium,0,0,Sunday,September,MoRTH_Standardized_v2.1
MORTH23-11641,2023-09-25,07:18,Karnataka,Bangalore,12.98315,77.61342,Clear,Others,Medium,0,2,Monday,September,MoRTH_Standardized_v2.1
MORTH23-11642,2023-10-05,17:44,Karnataka,Hubli,15.40291,75.16926,Clear,Others,Low,0,0,Thursday,October,MoRTH_Standardized_v2.1
MORTH23-11643,2023-04-26,12:34,Tamil Nadu,Chennai,13.0751,80.23227,Cloudy,Two-Wheeler,Medium,0,2,Wednesday,April,MoRTH_Standardized_v2.1
MORTH23-11644,2023-08-06,04:15,Karnataka,Bangalore,12.98147,77.65099,Rainy,Two-Wheeler,Critical,1,4,Sunday,August,MoRTH_Standardized_v2.1
MORTH23-11645,2023-07-11,14:24,Telangana,Hyderabad,17.44488,78.53403,Clear,Bus,Low,0,0,Tuesday,July,MoRTH_Standardized_v2.1
MORTH23-11646,2023-01-04,12:43,Kerala,Thiruvananthapuram,8.52937,76.93984,Clear,Bus,Low,0,1,Wednesday,January,MoRTH_Standardized_v2.1
MORTH23-11647,2023-03-31,09:53,Kerala,Thiruvananthapuram,8.50507,76.93004,Rainy,Truck/Lorry,Critical,1,3,Friday,March,MoRTH_Standardized_v2.1
MORTH23-11648,2023-03-09,05:59,Telangana,Warangal,17.9745,79.58921,Clear,Bus,Low,0,1,Thursday,March,MoRTH_Standardized_v2.1
MORTH23-11649,2023-06-22,18:44,Tamil Nadu,Madurai,9.91195,78.10479,Clear,Two-Wheeler,Medium,0,2,Thursday,June,MoRTH_Standardized_v2.1
MORTH23-11650,2023-05-11,19:12,Uttar Pradesh,Kanpur,26.44319,80.36261,Clear,Others,Low,0,0,Thursday,May,MoRTH_Standardized_v2.1
MORTH23-11651,2023-12-08,14:28,Uttar Pradesh,Lucknow,26.77312,80.95551,Clear,Car/Jeep/Van,Low,0,0,Friday,December,MoRTH_Standardized_v2.1
MORTH23-11652,2023-01-30,17:46,Rajasthan,Jodhpur,26.16664,73.04135,Clear,Others,Medium,0,1,Monday,January,MoRTH_Standardized_v2.1
MORTH23-11653,2023-11-24,14:18,Rajasthan,Jodhpur,26.22389,73.04513,Clear,Car/Jeep/Van,Low,0,1,Friday,November,MoRTH_Standardized_v2.1
MORTH23-11654,2023-05-03,14:23,Delhi/NCR,Guwahati,26.14149,91.72617,Foggy,Car/Jeep/Van,Medium,0,1,Wednesday,May,MoRTH_Standardized_v2.1
MORTH23-11655,2023-06-15,06:40,Rajasthan,Jaipur,26.96366,75.78295,Clear,Two-Wheeler,High,0,1,Thursday,June,MoRTH_Standardized_v2.1
MORTH23-11656,2023-04-21,18:29,Delhi/NCR,Guwahati,26.12203,91.69757,Clear,Two-Wheeler,High,0,4,Friday,April,MoRTH_Standardized_v2.1
MORTH23-11657,2023-05-24,21:56,Delhi/NCR,Kolkata,22.5528,88.34886,Clear,Two-Wheeler,High,1,4,Wednesday,May,MoRTH_Standardized_v2.1
MORTH23-11658,2023-10-22,11:08,Karnataka,Mysore,12.31073,76.60987,Rainy,Bus,High,1,1,Sunday,October,MoRTH_Standardized_v2.1
MORTH23-11659,2023-08-21,11:31,Karnataka,Hubli,15.32788,75.12047,Clear,Truck/Lorry,Medium,0,2,Monday,August,MoRTH_Standardized_v2.1
MORTH23-11660,2023-05-30,10:29,Uttar Pradesh,Agra,27.2066,78.01448,Clear,Car/Jeep/Van,Low,0,0,Tuesday,May,MoRTH_Standardized_v2.1
MORTH23-11661,2023-12-30,03:41,Kerala,Thiruvananthapuram,8.5524,76.97188,Clear,Others,Low,0,0,Saturday,December,MoRTH_Standardized_v2.1
MORTH23-11662,2023-01-31,16:38,Karnataka,Bangalore,12.94675,77.63699,Clear,Two-Wheeler,Medium,0,2,Tuesday,January,MoRTH_Standardized_v2.1
MORTH23-11663,2023-08-08,06:45,Uttar Pradesh,Lucknow,26.83598,80.9299,Clear,Two-Wheeler,High,0,4,Tuesday,August,MoRTH_Standardized_v2.1
MORTH23-11664,2023-07-11,19:16,Delhi/NCR,Guwahati,26.19442,91.66562,Clear,Two-Wheeler,High,1,4,Tuesday,July,MoRTH_Standardized_v2.1
MORTH23-11665,2023-02-20,18:50,Kerala,Kochi,9.936,76.27891,Clear,Others,Low,0,2,Monday,February,MoRTH_Standardized_v2.1
MORTH23-11666,2023-08-12,14:33,Madhya Pradesh,Gwalior,26.27423,78.19092,Clear,Two-Wheeler,High,0,4,Saturday,August,MoRTH_Standardized_v2.1
MORTH23-11667,2023-06-14,07:16,Tamil Nadu,Coimbatore,11.04543,76.96959,Rainy,Two-Wheeler,Critical,1,3,Wednesday,June,MoRTH_Standardized_v2.1
MORTH23-11668,2023-05-19,07:56,Maharashtra,Mumbai,19.07853,72.89899,Clear,Car/Jeep/Van,Low,0,2,Friday,May,MoRTH_Standardized_v2.1
MORTH23-11669,2023-04-19,16:01,Tamil Nadu,Chennai,13.1115,80.2879,Clear,Truck/Lorry,Low,0,0,Wednesday,April,MoRTH_Standardized_v2.1
MORTH23-11670,2023-11-12,14:07,Kerala,Thiruvananthapuram,8.51957,76.91388,Clear,Car/Jeep/Van,Low,0,2,Sunday,November,MoRTH_Standardized_v2.1
MORTH23-11671,2023-01-14,07:10,Telangana,Warangal,18.0242,79.58069,Rainy,Two-Wheeler,High,0,3,Saturday,January,MoRTH_Standardized_v2.1
MORTH23-11672,2023-10-24,12:48,Delhi/NCR,Guwahati,26.15813,91.7253,Clear,Car/Jeep/Van,Low,0,0,Tuesday,October,MoRTH_Standardized_v2.1
MORTH23-11673,2023-04-29,20:45,Rajasthan,Jodhpur,26.21251,73.02546,Cloudy,Two-Wheeler,High,1,3,Saturday,April,MoRTH_Standardized_v2.1
MORTH23-11674,2023-01-05,07:22,Karnataka,Bangalore,12.96307,77.61754,Clear,Bus,Low,0,0,Thursday,January,MoRTH_Standardized_v2.1
MORTH23-11675,2023-05-16,09:37,Karnataka,Hubli,15.38671,75.17936,Clear,Car/Jeep/Van,Medium,0,2,Tuesday,May,MoRTH_Standardized_v2.1
MORTH23-11676,2023-02-07,10:43,Gujarat,Ahmedabad,23.01723,72.56392,Clear,Two-Wheeler,High,1,3,Tuesday,February,MoRTH_Standardized_v2.1
MORTH23-11677,2023-10-13,15:06,Delhi/NCR,Kolkata,22.51381,88.38212,Clear,Car/Jeep/Van,Medium,0,2,Friday,October,MoRTH_Standardized_v2.1
MORTH23-11678,2023-03-15,15:32,Delhi/NCR,Guwahati,26.21195,91.70485,Clear,Two-Wheeler,Medium,0,2,Wednesday,March,MoRTH_Standardized_v2.1
MORTH23-11679,2023-11-11,16:04,Andhra Pradesh,Vijayawada,16.4783,80.62089,Clear,Truck/Lorry,Medium,0,2,Saturday,November,MoRTH_Standardized_v2.1
MORTH23-11680,2023-10-11,21:10,Uttar Pradesh,Lucknow,26.83525,80.97123,Clear,Bus,Low,0,0,Wednesday,October,MoRTH_Standardized_v2.1
MORTH23-11681,2023-02-14,13:37,Tamil Nadu,Coimbatore,11.00015,76.96008,Clear,Truck/Lorry,Medium,0,1,Tuesday,February,MoRTH_Standardized_v2.1
MORTH23-11682,2023-11-28,16:24,Maharashtra,Mumbai,19.10742,72.89006,Foggy,Two-Wheeler,Critical,2,3,Tuesday,November,MoRTH_Standardized_v2.1
MORTH23-11683,2023-06-22,18:35,Rajasthan,Jaipur,26.92603,75.72443,Clear,Truck/Lorry,Medium,0,0,Thursday,June,MoRTH_Standardized_v2.1
MORTH23-11684,2023-07-01,05:19,Maharashtra,Nagpur,21.12466,79.04991,Clear,Two-Wheeler,High,0,3,Saturday,July,MoRTH_Standardized_v2.1
MORTH23-11685,2023-01-04,17:23,Uttar Pradesh,Kanpur,26.49656,80.3427,Foggy,Auto-Rickshaw,Medium,0,2,Wednesday,January,MoRTH_Standardized_v2.1
MORTH23-11686,2023-06-13,19:06,Telangana,Warangal,17.9131,79.56214,Clear,Two-Wheeler,Medium,0,1,Tuesday,June,MoRTH_Standardized_v2.1
MORTH23-11687,2023-04-15,17:27,Gujarat,Surat,21.17369,72.78962,Cloudy,Car/Jeep/Van,Low,0,0,Saturday,April,MoRTH_Standardized_v2.1
MORTH23-11688,2023-02-25,05:21,Delhi/NCR,Guwahati,26.10629,91.74579,Clear,Two-Wheeler,High,0,2,Saturday,February,MoRTH_Standardized_v2.1
MORTH23-11689,2023-08-27,20:59,Madhya Pradesh,Bhopal,23.23727,77.40713,Clear,Two-Wheeler,Medium,0,2,Sunday,August,MoRTH_Standardized_v2.1
MORTH23-11690,2023-08-13,17:19,Uttar Pradesh,Lucknow,26.84914,80.94943,Cloudy,Two-Wheeler,High,0,2,Sunday,August,MoRTH_Standardized_v2.1
MORTH23-11691,2023-03-20,19:33,Delhi/NCR,Guwahati,26.18637,91.68845,Clear,Auto-Rickshaw,Low,0,0,Monday,March,MoRTH_Standardized_v2.1
MORTH23-11692,2023-04-19,18:29,Madhya Pradesh,Indore,22.72228,75.85279,Clear,Two-Wheeler,High,0,1,Wednesday,April,MoRTH_Standardized_v2.1
MORTH23-11693,2023-06-03,02:11,Uttar Pradesh,Kanpur,26.48996,80.38037,Clear,Car/Jeep/Van,Low,0,2,Saturday,June,MoRTH_Standardized_v2.1
MORTH23-11694,2023-05-12,03:09,Delhi/NCR,Kolkata,22.58569,88.38019,Cloudy,Two-Wheeler,Critical,2,3,Friday,May,MoRTH_Standardized_v2.1
MORTH23-11695,2023-02-11,10:02,Andhra Pradesh,Visakhapatnam,17.63059,83.26417,Clear,Two-Wheeler,Medium,0,2,Saturday,February,MoRTH_Standardized_v2.1
MORTH23-11696,2023-08-14,06:05,Delhi/NCR,Kolkata,22.5906,88.37637,Clear,Bus,Low,0,0,Monday,August,MoRTH_Standardized_v2.1
MORTH23-11697,2023-06-09,16:06,Delhi/NCR,Guwahati,26.15876,91.7433,Clear,Truck/Lorry,Low,0,1,Friday,June,MoRTH_Standardized_v2.1
MORTH23-11698,2023-11-01,15:39,Madhya Pradesh,Bhopal,23.2697,77.39534,Clear,Two-Wheeler,Medium,0,1,Wednesday,November,MoRTH_Standardized_v2.1
MORTH23-11699,2023-11-22,19:39,Tamil Nadu,Coimbatore,11.02646,76.89865,Clear,Two-Wheeler,Medium,0,1,Wednesday,November,MoRTH_Standardized_v2.1
MORTH23-11700,2023-09-15,11:07,Delhi/NCR,Delhi,28.60412,77.18848,Clear,Bus,Low,0,0,Friday,September,MoRTH_Standardized_v2.1
MORTH23-11701,2023-12-11,15:36,Delhi/NCR,Delhi,28.60403,77.23218,Clear,Two-Wheeler,Medium,0,2,Monday,December,MoRTH_Standardized_v2.1
MORTH23-11702,2023-01-11,13:31,Telangana,Warangal,17.99237,79.61084,Rainy,Two-Wheeler,Critical,3,3,Wednesday,January,MoRTH_Standardized_v2.1
MORTH23-11703,2023-07-10,15:31,Kerala,Kochi,9.89808,76.31757,Clear,Two-Wheeler,Medium,0,2,Monday,July,MoRTH_Standardized_v2.1
MORTH23-11704,2023-09-11,05:06,Maharashtra,Mumbai,19.12194,72.886,Clear,Car/Jeep/Van,Low,0,2,Monday,September,MoRTH_Standardized_v2.1
MORTH23-11705,2023-11-20,19:44,Karnataka,Hubli,15.35154,75.14477,Clear,Car/Jeep/Van,Low,0,0,Monday,November,MoRTH_Standardized_v2.1
MORTH23-11706,2023-06-16,23:14,Rajasthan,Jodhpur,26.27774,73.01566,Clear,Two-Wheeler,High,1,1,Friday,June,MoRTH_Standardized_v2.1
MORTH23-11707,2023-09-08,13:34,Madhya Pradesh,Indore,22.71662,75.8323,Clear,Truck/Lorry,Low,0,0,Friday,September,MoRTH_Standardized_v2.1
MORTH23-11708,2023-05-05,12:06,Telangana,Hyderabad,17.37155,78.52461,Clear,Auto-Rickshaw,Low,0,2,Friday,May,MoRTH_Standardized_v2.1
MORTH23-11709,2023-07-17,14:03,Kerala,Thiruvananthapuram,8.55459,76.94371,Clear,Bus,Low,0,1,Monday,July,MoRTH_Standardized_v2.1
MORTH23-11710,2023-03-18,12:54,Delhi/NCR,Kolkata,22.54426,88.38933,Cloudy,Car/Jeep/Van,Low,0,0,Saturday,March,MoRTH_Standardized_v2.1
MORTH23-11711,2023-06-02,13:31,Delhi/NCR,Delhi,28.6249,77.23958,Cloudy,Two-Wheeler,High,0,3,Friday,June,MoRTH_Standardized_v2.1
MORTH23-11712,2023-03-28,02:22,Delhi/NCR,Delhi,28.66034,77.19283,Clear,Truck/Lorry,Medium,0,2,Tuesday,March,MoRTH_Standardized_v2.1
MORTH23-11713,2023-06-20,13:17,Tamil Nadu,Chennai,13.10611,80.28197,Clear,Auto-Rickshaw,Low,0,1,Tuesday,June,MoRTH_Standardized_v2.1
MORTH23-11714,2023-01-19,23:39,Delhi/NCR,Kolkata,22.54899,88.38645,Clear,Two-Wheeler,Critical,2,4,Thursday,January,MoRTH_Standardized_v2.1
MORTH23-11715,2023-11-18,11:33,Karnataka,Hubli,15.34071,75.09796,Rainy,Auto-Rickshaw,Medium,0,2,Saturday,November,MoRTH_Standardized_v2.1
MORTH23-11716,2023-12-01,04:58,Kerala,Kochi,9.90289,76.364,Clear,Two-Wheeler,Critical,2,6,Friday,December,MoRTH_Standardized_v2.1
MORTH23-11717,2023-08-25,14:49,Tamil Nadu,Madurai,9.89466,78.09457,Clear,Car/Jeep/Van,Medium,0,2,Friday,August,MoRTH_Standardized_v2.1
MORTH23-11718,2023-07-24,14:55,Delhi/NCR,Guwahati,26.20301,91.75507,Clear,Others,Medium,0,1,Monday,July,MoRTH_Standardized_v2.1
MORTH23-11719,2023-03-04,19:33,Delhi/NCR,Guwahati,26.1465,91.7202,Clear,Others,Low,0,0,Saturday,March,MoRTH_Standardized_v2.1
MORTH23-11720,2023-07-08,11:45,Uttar Pradesh,Kanpur,26.40988,80.36372,Clear,Two-Wheeler,Medium,0,2,Saturday,July,MoRTH_Standardized_v2.1
MORTH23-11721,2023-04-11,10:14,Delhi/NCR,Kolkata,22.52468,88.38639,Rainy,Car/Jeep/Van,Medium,0,0,Tuesday,April,MoRTH_Standardized_v2.1
MORTH23-11722,2023-02-21,07:40,Delhi/NCR,Kolkata,22.58187,88.38226,Clear,Bus,Low,0,0,Tuesday,February,MoRTH_Standardized_v2.1
MORTH23-11723,2023-01-02,18:57,Karnataka,Hubli,15.3318,75.12628,Rainy,Car/Jeep/Van,Medium,0,1,Monday,January,MoRTH_Standardized_v2.1
MORTH23-11724,2023-03-30,08:28,Kerala,Thiruvananthapuram,8.50981,76.93126,Clear,Two-Wheeler,Medium,0,0,Thursday,March,MoRTH_Standardized_v2.1
MORTH23-11725,2023-01-03,02:40,Gujarat,Surat,21.2049,72.8685,Clear,Others,Medium,0,2,Tuesday,January,MoRTH_Standardized_v2.1
MORTH23-11726,2023-08-19,17:44,Uttar Pradesh,Agra,27.17045,78.04739,Clear,Two-Wheeler,High,0,4,Saturday,August,MoRTH_Standardized_v2.1
MORTH23-11727,2023-06-10,18:05,Madhya Pradesh,Indore,22.73153,75.87036,Clear,Bus,Medium,0,0,Saturday,June,MoRTH_Standardized_v2.1
MORTH23-11728,2023-08-19,16:52,Uttar Pradesh,Lucknow,26.82353,80.98698,Clear,Two-Wheeler,High,1,2,Saturday,August,MoRTH_Standardized_v2.1
MORTH23-11729,2023-07-31,22:01,Karnataka,Bangalore,12.99435,77.60341,Clear,Auto-Rickshaw,High,1,1,Monday,July,MoRTH_Standardized_v2.1
MORTH23-11730,2023-07-05,06:52,Tamil Nadu,Chennai,13.06518,80.24131,Clear,Two-Wheeler,Medium,0,0,Wednesday,July,MoRTH_Standardized_v2.1
MORTH23-11731,2023-11-15,15:33,Telangana,Warangal,17.97198,79.6214,Cloudy,Others,Low,0,2,Wednesday,November,MoRTH_Standardized_v2.1
MORTH23-11732,2023-09-24,04:28,Delhi/NCR,Delhi,28.60292,77.21721,Clear,Two-Wheeler,Critical,3,5,Sunday,September,MoRTH_Standardized_v2.1
MORTH23-11733,2023-06-27,20:32,Gujarat,Ahmedabad,23.01732,72.60378,Clear,Car/Jeep/Van,Low,0,1,Tuesday,June,MoRTH_Standardized_v2.1
MORTH23-11734,2023-05-05,15:44,Karnataka,Mysore,12.29089,76.63125,Foggy,Two-Wheeler,Critical,2,4,Friday,May,MoRTH_Standardized_v2.1
MORTH23-11735,2023-11-25,17:27,Madhya Pradesh,Gwalior,26.21965,78.14654,Foggy,Two-Wheeler,Critical,1,3,Saturday,November,MoRTH_Standardized_v2.1
MORTH23-11736,2023-09-11,08:26,Uttar Pradesh,Agra,27.15113,78.03249,Foggy,Others,Medium,0,1,Monday,September,MoRTH_Standardized_v2.1
MORTH23-11737,2023-04-17,18:00,Delhi/NCR,Guwahati,26.1168,91.79586,Clear,Bus,Low,0,0,Monday,April,MoRTH_Standardized_v2.1
MORTH23-11738,2023-05-13,11:34,Karnataka,Mysore,12.30891,76.61267,Clear,Two-Wheeler,Medium,0,0,Saturday,May,MoRTH_Standardized_v2.1
MORTH23-11739,2023-08-27,15:08,Tamil Nadu,Madurai,9.90788,78.08044,Clear,Two-Wheeler,Medium,0,2,Sunday,August,MoRTH_Standardized_v2.1
MORTH23-11740,2023-09-04,13:59,Uttar Pradesh,Lucknow,26.79281,80.97626,Clear,Two-Wheeler,Medium,0,2,Monday,September,MoRTH_Standardized_v2.1
MORTH23-11741,2023-03-03,11:43,Delhi/NCR,Guwahati,26.16747,91.7543,Clear,Car/Jeep/Van,Low,0,1,Friday,March,MoRTH_Standardized_v2.1
MORTH23-11742,2023-05-21,14:30,Andhra Pradesh,Visakhapatnam,17.66828,83.21782,Clear,Others,Low,0,2,Sunday,May,MoRTH_Standardized_v2.1
MORTH23-11743,2023-09-07,16:31,Gujarat,Ahmedabad,23.04808,72.55031,Clear,Two-Wheeler,Medium,0,2,Thursday,September,MoRTH_Standardized_v2.1
MORTH23-11744,2023-02-01,11:42,Karnataka,Mysore,12.27995,76.61851,Clear,Bus,Medium,0,2,Wednesday,February,MoRTH_Standardized_v2.1
MORTH23-11745,2023-12-19,16:52,Tamil Nadu,Madurai,9.97952,78.10979,Cloudy,Two-Wheeler,Medium,0,2,Tuesday,December,MoRTH_Standardized_v2.1
MORTH23-11746,2023-12-19,07:29,Madhya Pradesh,Indore,22.73205,75.84533,Rainy,Bus,Medium,0,0,Tuesday,December,MoRTH_Standardized_v2.1
MORTH23-11747,2023-03-09,04:28,Kerala,Kozhikode,11.28892,75.81132,Rainy,Two-Wheeler,Critical,2,4,Thursday,March,MoRTH_Standardized_v2.1
MORTH23-11748,2023-01-20,19:35,Rajasthan,Jaipur,26.89289,75.76625,Rainy,Two-Wheeler,Critical,3,4,Friday,January,MoRTH_Standardized_v2.1
MORTH23-11749,2023-02-15,13:25,Delhi/NCR,Delhi,28.64184,77.19596,Clear,Two-Wheeler,High,0,4,Wednesday,February,MoRTH_Standardized_v2.1
MORTH23-11750,2023-03-19,16:26,Tamil Nadu,Coimbatore,10.99787,76.94137,Clear,Bus,Low,0,2,Sunday,March,MoRTH_Standardized_v2.1
MORTH23-11751,2023-06-14,09:27,Karnataka,Mysore,12.32958,76.6691,Clear,Auto-Rickshaw,Low,0,1,Wednesday,June,MoRTH_Standardized_v2.1
MORTH23-11752,2023-09-10,10:07,Delhi/NCR,Guwahati,26.14792,91.77773,Rainy,Bus,Medium,0,1,Sunday,September,MoRTH_Standardized_v2.1
MORTH23-11753,2023-07-03,17:57,Delhi/NCR,Kolkata,22.61999,88.36996,Clear,Others,Low,0,2,Monday,July,MoRTH_Standardized_v2.1
MORTH23-11754,2023-06-16,19:01,Karnataka,Bangalore,12.97745,77.58661,Cloudy,Two-Wheeler,Medium,0,2,Friday,June,MoRTH_Standardized_v2.1
MORTH23-11755,2023-02-24,03:48,Gujarat,Surat,21.18298,72.82231,Cloudy,Auto-Rickshaw,High,1,4,Friday,February,MoRTH_Standardized_v2.1
MORTH23-11756,2023-01-26,20:07,Andhra Pradesh,Vijayawada,16.47595,80.60602,Rainy,Car/Jeep/Van,Medium,0,0,Thursday,January,MoRTH_Standardized_v2.1
MORTH23-11757,2023-01-28,06:49,Maharashtra,Pune,18.50623,73.83276,Foggy,Car/Jeep/Van,Medium,0,2,Saturday,January,MoRTH_Standardized_v2.1
MORTH23-11758,2023-07-06,19:48,Madhya Pradesh,Indore,22.71273,75.85163,Clear,Two-Wheeler,Medium,0,0,Thursday,July,MoRTH_Standardized_v2.1
